126	0.173	0.156	0.977	0.732	1.775
127	0.138	0.193	0.983	0.727	1.788
128	0.140	0.179	0.986	0.726	1.961
129	0.139	0.152	0.986	0.722	1.835
130	0.108	0.154	0.990	0.722	1.806
131	0.097	0.154	0.994	0.719	1.795
132	0.137	0.156	0.986	0.720	1.729
133	0.106	0.165	0.990	0.717	1.889
134	0.172	0.161	0.976	0.714	1.733
135	0.124	0.155	0.988	0.716	1.798
136	0.122	0.165	0.988	0.714	1.854
137	0.121	0.163	0.986	0.713	1.740
138	0.140	0.158	0.984	0.713	1.765
139	0.110	0.148	0.987	0.723	1.805
140	0.155	0.148	0.982	0.724	1.875
141	0.124	0.149	0.988	0.722	1.813
142	0.084	0.159	0.993	0.722	1.795
143	0.097	0.142	0.993	0.725	1.909
144	0.151	0.142	0.982	0.726	1.788
145	0.124	0.148	0.983	0.722	1.813
146	0.124	0.147	0.986	0.719	1.782
147	0.113	0.149	0.991	0.720	1.733
148	0.113	0.149	0.989	0.720	1.788
149	0.086	0.152	0.993	0.716	1.793
150	0.122	0.151	0.989	0.717	1.824
151	0.110	0.153	0.991	0.719	1.838
152	0.091	0.155	0.992	0.720	1.831
153	0.110	0.152	0.991	0.723	1.804
154	0.102	0.152	0.992	0.720	1.789
155	0.122	0.149	0.986	0.723	1.749
156	0.091	0.152	0.993	0.720	1.837
157	0.136	0.156	0.984	0.721	1.843
158	0.110	0.148	0.990	0.724	1.809
159	0.105	0.149	0.990	0.722	2.035
160	0.120	0.149	0.989	0.721	1.864
161	0.086	0.149	0.992	0.723	1.821
162	0.110	0.148	0.988	0.726	1.866
163	0.127	0.147	0.987	0.729	1.898
164	0.090	0.148	0.992	0.729	1.847
165	0.111	0.148	0.988	0.731	1.773
166	0.122	0.146	0.984	0.734	1.846
167	0.101	0.150	0.991	0.730	1.788
168	0.100	0.151	0.992	0.729	1.908
169	0.111	0.155	0.989	0.727	1.776
170	0.101	0.155	0.991	0.726	1.907
171	0.093	0.153	0.992	0.726	1.895
172	0.113	0.153	0.992	0.726	1.830
173	0.084	0.154	0.994	0.730	1.703
174	0.093	0.153	0.995	0.729	1.830
175	0.108	0.154	0.989	0.728	2.004
176	0.078	0.153	0.996	0.728	1.798
177	0.083	0.155	0.994	0.732	1.769
178	0.095	0.152	0.991	0.730	1.777
179	0.084	0.153	0.993	0.732	1.864
180	0.094	0.150	0.995	0.732	1.739
181	0.067	0.147	0.997	0.732	1.846
182	0.072	0.147	0.996	0.734	1.968
183	0.103	0.150	0.989	0.734	1.828
184	0.095	0.155	0.991	0.732	1.894
185	0.055	0.152	0.998	0.733	1.841
186	0.077	0.159	0.996	0.734	1.759
187	0.091	0.158	0.991	0.734	1.813
188	0.096	0.166	0.995	0.728	1.764
189	0.099	0.155	0.992	0.736	1.820
190	0.096	0.158	0.993	0.739	1.765
191	0.098	0.150	0.993	0.741	1.756
192	0.080	0.154	0.995	0.740	1.813
193	0.106	0.155	0.990	0.738	1.739
194	0.080	0.148	0.996	0.743	1.821
195	0.081	0.149	0.990	0.739	1.857
196	0.074	0.154	0.994	0.738	1.902
197	0.093	0.156	0.992	0.738	1.807
198	0.092	0.151	0.994	0.738	1.848
199	0.047	0.148	0.998	0.740	1.805
200	0.061	0.151	0.996	0.740	1.811
201	0.064	0.155	0.997	0.737	1.853
202	0.071	0.158	0.996	0.737	1.817
203	0.068	0.156	0.997	0.738	1.766
204	0.066	0.153	0.996	0.736	1.807
205	0.075	0.153	0.995	0.738	1.809
206	0.070	0.159	0.995	0.735	1.792
207	0.066	0.163	0.996	0.734	1.906
208	0.070	0.157	0.995	0.736	1.793
209	0.054	0.152	0.998	0.737	1.799
210	0.080	0.149	0.993	0.734	1.800
211	0.092	0.151	0.990	0.733	1.934
212	0.061	0.153	0.997	0.729	1.790
213	0.066	0.154	0.996	0.730	1.897
214	0.085	0.150	0.992	0.730	1.818
215	0.051	0.152	0.998	0.734	1.829
216	0.073	0.165	0.995	0.737	1.834
217	0.063	0.161	0.997	0.741	1.852
218	0.069	0.155	0.995	0.741	1.779
219	0.081	0.160	0.995	0.738	1.790
220	0.047	0.163	0.999	0.736	1.870
221	0.054	0.158	0.998	0.736	1.715
222	0.056	0.161	0.997	0.733	1.765
223	0.071	0.170	0.994	0.734	1.802
224	0.093	0.171	0.992	0.732	1.804
225	0.073	0.162	0.995	0.736	1.757
226	0.041	0.170	0.998	0.733	1.874
227	0.076	0.168	0.994	0.736	1.792
228	0.063	0.152	0.997	0.752	1.778
229	0.034	0.143	0.999	0.763	1.764
230	0.059	0.147	0.998	0.767	1.799
231	0.085	0.162	0.992	0.769	1.792
232	0.060	0.149	0.997	0.774	1.844
233	0.086	0.136	0.994	0.774	1.789
234	0.077	0.143	0.995	0.774	1.870
235	0.067	0.147	0.996	0.773	1.867
236	0.055	0.146	0.996	0.770	1.835
237	0.068	0.147	0.996	0.765	1.808
238	0.036	0.147	0.999	0.768	1.821
239	0.051	0.146	0.998	0.769	1.785
240	0.068	0.150	0.996	0.770	1.889
241	0.053	0.154	0.998	0.772	1.844
242	0.047	0.148	0.999	0.772	1.861
243	0.087	0.150	0.993	0.770	1.919
244	0.082	0.159	0.994	0.758	1.803
245	0.044	0.158	0.998	0.753	2.027
246	0.072	0.155	0.994	0.753	1.775
247	0.058	0.158	0.997	0.758	1.779
248	0.062	0.166	0.998	0.760	2.002
249	0.065	0.171	0.995	0.762	1.824
250	0.058	0.165	0.996	0.760	1.897
251	0.043	0.162	0.999	0.760	1.738
252	0.037	0.166	0.999	0.758	1.809
253	0.061	0.174	0.995	0.756	1.797
254	0.059	0.168	0.995	0.757	1.700
255	0.054	0.171	0.998	0.760	1.742
256	0.025	0.172	1.000	0.760	1.927
257	0.052	0.179	0.998	0.760	1.813
258	0.058	0.182	0.997	0.753	1.855
259	0.047	0.176	0.999	0.751	1.798
260	0.074	0.178	0.994	0.746	1.784
261	0.038	0.183	0.999	0.740	1.871
262	0.044	0.182	0.999	0.742	1.818
263	0.040	0.168	0.999	0.752	1.879
264	0.047	0.165	0.998	0.755	1.876
265	0.057	0.172	0.996	0.759	1.773
266	0.069	0.190	0.997	0.758	1.759
267	0.047	0.186	0.999	0.757	1.806
268	0.056	0.167	0.997	0.756	1.962
269	0.065	0.162	0.997	0.754	2.088
270	0.068	0.178	0.996	0.756	1.876
271	0.054	0.185	0.997	0.757	1.804
272	0.048	0.162	0.999	0.760	1.795
273	0.058	0.160	0.995	0.758	1.872
274	0.062	0.174	0.998	0.757	1.856
275	0.056	0.186	0.997	0.754	1.845
276	0.048	0.173	0.999	0.752	1.778
277	0.037	0.167	0.999	0.748	1.794
278	0.040	0.167	0.999	0.748	1.880
279	0.028	0.175	1.000	0.753	1.791
280	0.045	0.183	0.998	0.752	1.873
281	0.070	0.174	0.996	0.753	1.859
282	0.041	0.169	0.998	0.764	1.717
283	0.031	0.165	0.999	0.764	1.845
284	0.053	0.167	0.997	0.768	1.819
285	0.066	0.166	0.996	0.773	1.860
286	0.079	0.159	0.993	0.768	1.796
287	0.044	0.157	0.998	0.760	1.845
288	0.035	0.154	0.999	0.758	1.807
289	0.061	0.150	0.997	0.762	1.901
290	0.031	0.148	0.999	0.772	1.861
291	0.044	0.151	0.997	0.778	1.893
292	0.039	0.162	0.999	0.778	1.820
293	0.051	0.152	0.998	0.791	1.781
294	0.060	0.149	0.997	0.798	1.821
295	0.050	0.154	0.997	0.794	1.798
296	0.069	0.171	0.993	0.777	1.865
297	0.046	0.173	0.999	0.772	1.875
298	0.045	0.160	0.999	0.774	1.801
299	0.035	0.155	0.999	0.776	1.784
300	0.052	0.165	0.997	0.780	1.923
301	0.045	0.176	0.998	0.780	1.763
302	0.044	0.181	0.999	0.776	1.779
303	0.046	0.174	0.998	0.776	1.719
304	0.027	0.167	0.999	0.774	1.747
305	0.049	0.184	0.999	0.766	1.825
306	0.031	0.196	1.000	0.760	1.774
307	0.051	0.186	0.998	0.764	1.913
308	0.052	0.183	0.996	0.756	1.879
309	0.037	0.192	0.999	0.753	1.828
310	0.020	0.198	1.000	0.751	1.903
311	0.037	0.201	0.999	0.746	1.811
312	0.039	0.188	0.996	0.760	1.898
313	0.038	0.187	0.998	0.761	1.824
314	0.038	0.186	0.999	0.758	1.850
315	0.055	0.172	0.998	0.759	1.842
316	0.036	0.169	0.999	0.764	1.886
317	0.058	0.171	0.996	0.771	1.794
318	0.022	0.171	0.999	0.776	1.867
319	0.033	0.172	0.999	0.776	1.870
320	0.030	0.178	0.999	0.772	1.860
321	0.036	0.176	0.998	0.774	1.824
322	0.035	0.174	0.999	0.780	1.872
323	0.043	0.174	0.998	0.783	1.875
324	0.027	0.173	1.000	0.780	1.873
325	0.037	0.177	0.998	0.780	1.856
326	0.024	0.180	1.000	0.776	1.814
327	0.035	0.177	0.999	0.770	1.861
328	0.027	0.177	0.999	0.776	1.878
329	0.030	0.174	0.999	0.774	1.734
330	0.043	0.173	0.999	0.775	1.986
331	0.031	0.181	0.999	0.772	1.940
332	0.057	0.178	0.998	0.776	1.784
333	0.046	0.163	0.997	0.788	1.800
334	0.048	0.164	0.998	0.786	1.994
335	0.033	0.179	0.999	0.778	1.841
336	0.029	0.182	1.000	0.774	1.776
337	0.036	0.178	0.998	0.779	1.765
338	0.031	0.176	0.999	0.785	1.739
339	0.030	0.183	0.999	0.787	1.749
340	0.024	0.191	1.000	0.786	1.888
341	0.022	0.185	1.000	0.792	1.757
342	0.049	0.190	0.997	0.791	1.886
343	0.025	0.193	0.999	0.789	1.888
344	0.060	0.187	0.997	0.787	1.833
345	0.027	0.182	0.999	0.780	1.812
346	0.025	0.183	1.000	0.773	1.884
347	0.041	0.196	0.999	0.767	1.778
348	0.028	0.202	1.000	0.765	1.860
349	0.034	0.192	0.999	0.767	1.847
350	0.043	0.178	0.999	0.776	1.893
351	0.036	0.183	0.999	0.777	1.808
352	0.021	0.194	1.000	0.778	1.827
353	0.032	0.191	1.000	0.784	1.950
354	0.027	0.180	1.000	0.790	1.735
355	0.040	0.175	0.999	0.797	1.790
356	0.053	0.177	0.998	0.793	1.801
357	0.040	0.181	0.998	0.790	1.878
358	0.034	0.175	1.000	0.795	1.816
359	0.028	0.165	0.999	0.795	1.788
360	0.012	0.162	1.000	0.799	1.816
361	0.035	0.172	0.999	0.790	1.741
362	0.028	0.181	0.999	0.786	1.855
363	0.038	0.178	0.999	0.784	1.938
364	0.019	0.164	1.000	0.796	1.789
365	0.026	0.167	0.999	0.797	1.829
366	0.073	0.185	0.995	0.774	1.866
367	0.041	0.195	0.999	0.762	1.796
368	0.047	0.185	0.998	0.760	1.820
369	0.038	0.183	0.998	0.762	1.799
370	0.055	0.201	0.996	0.758	1.926
371	0.042	0.216	0.999	0.756	1.810
372	0.057	0.211	0.998	0.753	1.789
373	0.033	0.195	1.000	0.751	1.794
374	0.023	0.182	1.000	0.755	1.821
375	0.032	0.185	1.000	0.755	1.805
376	0.030	0.203	0.998	0.753	1.882
377	0.027	0.216	1.000	0.754	1.865
378	0.037	0.201	0.999	0.750	1.789
379	0.025	0.194	0.999	0.752	1.776
380	0.024	0.201	1.000	0.756	1.760
381	0.048	0.205	0.998	0.756	1.848
382	0.043	0.204	0.998	0.761	1.842
383	0.014	0.209	1.000	0.760	1.889
384	0.020	0.205	1.000	0.762	1.817
385	0.019	0.210	1.000	0.757	1.866
386	0.025	0.215	0.999	0.756	1.884
387	0.034	0.218	0.998	0.750	1.900
388	0.025	0.222	0.999	0.744	1.852
389	0.012	0.230	1.000	0.728	1.832
390	0.030	0.244	0.999	0.699	1.892
391	0.043	0.238	0.999	0.707	1.793
392	0.031	0.237	0.999	0.711	1.796
393	0.018	0.222	1.000	0.726	1.809
394	0.018	0.207	1.000	0.745	1.733
395	0.036	0.209	0.998	0.744	1.944
396	0.029	0.203	1.000	0.751	1.801
397	0.021	0.199	0.999	0.754	1.901
398	0.024	0.194	1.000	0.758	1.840
399	0.024	0.200	0.999	0.758	1.879
400	0.011	0.211	1.000	0.756	1.792
401	0.026	0.213	1.000	0.756	1.989
402	0.014	0.199	1.000	0.758	1.897
403	0.032	0.193	0.999	0.759	1.821
404	0.026	0.209	0.999	0.760	1.929
405	0.013	0.222	1.000	0.754	1.774
406	0.016	0.226	1.000	0.752	1.861
407	0.027	0.216	1.000	0.754	1.765
408	0.013	0.211	1.000	0.757	1.781
409	0.029	0.215	1.000	0.758	1.841
410	0.018	0.220	1.000	0.760	1.864
411	0.022	0.219	0.999	0.762	1.811
412	0.019	0.219	1.000	0.764	1.816
413	0.026	0.218	0.999	0.765	1.853
414	0.033	0.220	0.999	0.766	1.800
415	0.012	0.222	1.000	0.764	1.900
416	0.025	0.220	0.999	0.765	1.917
417	0.018	0.226	1.000	0.764	1.888
418	0.030	0.227	0.999	0.764	1.839
419	0.017	0.224	1.000	0.764	1.857
420	0.006	0.220	1.000	0.762	1.855
421	0.017	0.225	1.000	0.757	1.766
422	0.016	0.233	1.000	0.747	1.798
423	0.017	0.233	1.000	0.740	1.810
424	0.020	0.237	1.000	0.729	1.855
425	0.036	0.234	0.999	0.748	1.753
426	0.032	0.242	0.999	0.751	1.706
427	0.011	0.223	1.000	0.753	1.719
428	0.019	0.211	1.000	0.752	1.755
429	0.029	0.213	1.000	0.755	1.800
430	0.008	0.218	1.000	0.755	1.886
431	0.047	0.232	0.996	0.754	1.777
432	0.022	0.233	1.000	0.756	1.788
433	0.025	0.219	0.999	0.760	1.886
434	0.031	0.223	0.999	0.760	1.893
435	0.006	0.224	1.000	0.758	1.815
436	0.022	0.228	0.999	0.754	1.861
437	0.020	0.232	1.000	0.753	1.890
438	0.037	0.225	0.999	0.754	1.778
439	0.036	0.221	0.998	0.754	1.828
440	0.014	0.222	1.000	0.754	1.913
441	0.019	0.226	0.999	0.754	1.970
442	0.030	0.223	0.999	0.758	1.868
443	0.018	0.231	1.000	0.754	1.886
444	0.012	0.235	1.000	0.750	1.965
445	0.020	0.237	1.000	0.739	1.783
446	0.012	0.240	1.000	0.720	1.772
447	0.040	0.257	0.999	0.695	1.893
448	0.014	0.277	1.000	0.678	1.881
449	0.017	0.283	1.000	0.677	1.914
450	0.030	0.263	0.999	0.672	1.788
451	0.012	0.261	1.000	0.659	1.889
452	0.028	0.266	0.999	0.669	1.865
453	0.014	0.274	1.000	0.674	1.887
454	0.021	0.265	1.000	0.699	1.821
455	0.025	0.244	1.000	0.731	1.831
456	0.019	0.226	0.999	0.743	1.795
457	0.006	0.228	1.000	0.744	1.850
458	0.039	0.235	0.997	0.746	1.792
459	0.019	0.248	1.000	0.748	1.802
460	0.015	0.256	1.000	0.748	1.903
461	0.020	0.237	1.000	0.754	1.894
462	0.012	0.230	1.000	0.750	1.777
463	0.020	0.224	0.999	0.752	1.785
464	0.025	0.223	1.000	0.757	1.748
465	0.023	0.233	1.000	0.760	1.839
466	0.011	0.231	1.000	0.767	1.896
467	0.022	0.227	1.000	0.767	1.803
468	0.050	0.227	0.997	0.766	1.836
469	0.021	0.230	0.999	0.765	1.964
470	0.024	0.234	0.999	0.763	1.827
471	0.011	0.222	1.000	0.762	2.104
472	0.016	0.216	1.000	0.762	1.882
473	0.005	0.211	1.000	0.762	1.965
474	0.028	0.229	1.000	0.762	1.821
475	0.017	0.256	1.000	0.748	1.852
476	0.015	0.252	1.000	0.747	1.811
477	0.028	0.256	0.999	0.735	1.987
478	0.016	0.260	1.000	0.706	1.800
479	0.023	0.274	1.000	0.683	1.900
480	0.024	0.293	0.999	0.674	1.818
481	0.022	0.318	1.000	0.666	1.776
482	0.027	0.290	1.000	0.670	1.806
483	0.013	0.276	1.000	0.669	1.830
484	0.015	0.283	1.000	0.681	1.794
485	0.030	0.267	1.000	0.695	1.805
486	0.006	0.251	1.000	0.712	1.814
487	0.021	0.253	0.999	0.702	1.848
488	0.014	0.274	1.000	0.675	1.799
489	0.036	0.304	0.999	0.668	1.886
490	0.018	0.273	0.999	0.714	1.879
491	0.015	0.242	1.000	0.745	1.814
492	0.009	0.222	1.000	0.754	1.864
493	0.029	0.236	1.000	0.750	1.809
494	0.019	0.236	1.000	0.750	1.829
495	0.015	0.229	1.000	0.748	1.863
496	0.029	0.239	1.000	0.746	1.814
497	0.032	0.243	0.998	0.750	1.859
498	0.009	0.228	1.000	0.755	1.831
499	0.011	0.223	1.000	0.758	1.761
500	0.010	0.222	1.000	0.760	1.912
501	0.014	0.205	1.000	0.760	1.800
502	0.038	0.194	0.998	0.766	1.866
503	0.027	0.165	0.999	0.847	1.862
504	0.046	0.156	0.999	0.885	1.880
505	0.042	0.153	0.999	0.897	1.910
506	0.016	0.135	1.000	0.904	1.857
507	0.014	0.121	1.000	0.915	1.880
508	0.032	0.127	1.000	0.912	1.849
509	0.057	0.149	0.997	0.898	1.890
510	0.027	0.157	1.000	0.876	1.793
511	0.042	0.141	0.998	0.874	1.800
512	0.050	0.181	0.997	0.802	1.786
513	0.018	0.219	1.000	0.755	1.805
514	0.041	0.209	0.998	0.756	1.771
515	0.014	0.184	1.000	0.761	1.852
516	0.018	0.179	1.000	0.756	1.815
517	0.027	0.193	1.000	0.760	1.797
518	0.026	0.195	0.999	0.774	1.871
519	0.023	0.180	1.000	0.797	1.842
520	0.008	0.164	1.000	0.835	1.812
521	0.039	0.159	0.998	0.853	1.858
522	0.014	0.161	1.000	0.855	1.817
523	0.019	0.165	1.000	0.849	1.861
524	0.019	0.174	1.000	0.845	1.769
525	0.040	0.169	0.997	0.847	1.755
526	0.025	0.160	0.998	0.853	1.898
527	0.014	0.157	1.000	0.854	1.886
528	0.014	0.160	1.000	0.856	1.837
529	0.016	0.162	1.000	0.853	1.815
530	0.019	0.164	0.999	0.852	1.792
531	0.023	0.164	0.998	0.853	1.811
532	0.015	0.171	1.000	0.851	1.875
533	0.009	0.175	1.000	0.848	1.916
534	0.027	0.169	1.000	0.849	1.911
535	0.028	0.182	0.999	0.828	1.797
536	0.012	0.190	1.000	0.802	1.876
537	0.019	0.195	1.000	0.790	1.829
538	0.015	0.198	1.000	0.786	1.826
539	0.014	0.200	1.000	0.785	1.844
540	0.015	0.203	0.999	0.785	1.900
541	0.013	0.211	1.000	0.780	1.936
542	0.014	0.204	1.000	0.778	1.820
543	0.011	0.196	1.000	0.783	1.855
544	0.008	0.200	1.000	0.785	1.787
545	0.007	0.215	1.000	0.780	1.852
546	0.019	0.216	1.000	0.780	1.853
547	0.015	0.210	1.000	0.778	1.750
548	0.012	0.211	1.000	0.776	1.879
549	0.004	0.213	1.000	0.776	1.814
550	0.039	0.214	0.999	0.778	1.881
551	0.032	0.212	1.000	0.774	1.867
552	0.026	0.217	1.000	0.767	1.743
553	0.025	0.215	0.999	0.759	1.806
554	0.017	0.217	0.999	0.754	1.843
555	0.019	0.222	0.999	0.752	1.775
556	0.014	0.235	1.000	0.746	1.799
557	0.028	0.239	0.999	0.744	1.897
558	0.009	0.217	1.000	0.744	1.841
559	0.015	0.196	1.000	0.753	2.027
560	0.022	0.203	0.999	0.778	1.803
561	0.011	0.196	1.000	0.825	1.784
562	0.027	0.181	0.999	0.853	1.771
563	0.027	0.165	0.999	0.868	1.902
564	0.015	0.156	1.000	0.874	1.909
565	0.031	0.165	0.999	0.868	1.772
566	0.028	0.185	0.999	0.859	1.908
567	0.028	0.188	1.000	0.847	1.747
568	0.008	0.173	1.000	0.837	1.764
569	0.012	0.172	0.999	0.819	1.860
570	0.022	0.195	1.000	0.782	1.820
571	0.011	0.211	1.000	0.776	1.888
572	0.016	0.225	1.000	0.772	1.906
573	0.014	0.231	1.000	0.770	1.800
574	0.008	0.223	1.000	0.771	1.805
575	0.016	0.221	0.999	0.770	1.954
576	0.005	0.217	1.000	0.772	1.821
577	0.010	0.225	1.000	0.771	1.912
578	0.013	0.233	1.000	0.770	1.833
579	0.018	0.246	1.000	0.768	1.960
580	0.023	0.267	0.999	0.764	1.883
581	0.021	0.247	1.000	0.761	1.877
582	0.012	0.221	1.000	0.758	1.838
583	0.020	0.218	1.000	0.755	1.780
584	0.020	0.238	1.000	0.755	1.993
585	0.018	0.269	1.000	0.754	1.769
586	0.030	0.262	1.000	0.751	1.811
587	0.013	0.229	1.000	0.750	1.870
588	0.013	0.215	1.000	0.753	1.809
589	0.027	0.219	1.000	0.754	1.819
590	0.022	0.240	1.000	0.754	1.813
591	0.007	0.243	1.000	0.758	1.826
592	0.009	0.232	1.000	0.759	1.967
593	0.011	0.227	1.000	0.766	1.939
594	0.017	0.240	1.000	0.767	1.886
595	0.012	0.251	0.999	0.764	1.844
596	0.022	0.247	1.000	0.759	1.815
597	0.013	0.249	1.000	0.754	1.916
598	0.008	0.255	1.000	0.750	1.897
599	0.007	0.268	1.000	0.744	1.811
600	0.017	0.260	1.000	0.748	1.838
601	0.014	0.249	1.000	0.748	1.840
602	0.002	0.241	1.000	0.750	1.812
603	0.020	0.239	1.000	0.750	1.805
604	0.008	0.243	1.000	0.753	1.830
605	0.019	0.245	1.000	0.754	1.796
606	0.005	0.245	1.000	0.760	1.827
607	0.011	0.255	1.000	0.762	1.784
608	0.007	0.272	1.000	0.762	1.810
609	0.008	0.261	1.000	0.762	1.755
610	0.008	0.246	1.000	0.762	1.915
611	0.010	0.245	1.000	0.762	1.776
612	0.016	0.266	1.000	0.762	1.867
613	0.008	0.277	1.000	0.760	1.866
614	0.007	0.259	1.000	0.762	1.813
615	0.018	0.247	1.000	0.764	1.807
616	0.006	0.245	1.000	0.767	1.747
617	0.016	0.252	0.999	0.761	1.885
618	0.015	0.272	1.000	0.760	1.840
619	0.006	0.288	1.000	0.761	1.856
620	0.017	0.285	1.000	0.758	1.914
621	0.008	0.270	1.000	0.760	1.797
622	0.024	0.271	1.000	0.762	1.836
623	0.009	0.276	1.000	0.762	1.789
624	0.009	0.263	1.000	0.762	1.891
625	0.007	0.261	1.000	0.762	1.903
